"Story","Title","Result","Date","Stability","Duration (s)"
"To verify the API for Retrieving State List","Verify whetehr states are retrieved for the country code ""IND"" and ""USA""","SUCCESS","2017-02-27T19:52:48.841+05:30","0.0","3.52"
